name,hex,link
Dahlia Noir,#881531,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Dahlia Rose,#fc90a2,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Daim,#b69b7e,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Denim,#1661be,https://fr.wiktionary.org/wiki/denim
Dorian,#0b1616,https://influenz.design/nuancier-noir/0b1616-dorian
Double Claro,#bb9c62,https://fr.wiktionary.org/w/index.php?title=double_claro&action=edit&redlink=1
Dune,#f8e4c8,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Eau Bleutée,#dbecf5,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Ebène,#020202,https://fr.wikipedia.org/wiki/%C3%89b%C3%A8ne
Ecarlate,#ff2400,https://fr.wikipedia.org/wiki/%C3%89carlate
Eclat d'Emeraude,#49b3a1,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Ecorce,#7f6a55,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Ecru,#fefee0,https://fr.wikipedia.org/wiki/%C3%89cru
Ecureuil,#b35f2b,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Edelweiss,#f9f7f1,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Embruns Bleutés,#7eb1c8,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Emeraude,#01d758,https://fr.wiktionary.org/wiki/%C3%A9meraude
Encre Bleue,#2c597c,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Epices,#f2af68,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Etain,#ededed,https://fr.wikipedia.org/wiki/%C3%89tain#Couleur
Etain Oxydé,#bababa,https://fr.wiktionary.org/wiki/%C3%A9tain_oxyd%C3%A9
Falaise,#ebeae7,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Fard à Joue Rose,#f27688,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Fauve,#ae500a,https://fr.wikipedia.org/wiki/Fauve_(couleur)
Fennec,#bc8d0e,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Fer,#848484,https://fr.wiktionary.org/wiki/fer
Fer Forgé,#6b5743,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Feu,#eb6307,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Feu Vif,#ff4901,https://fr.wiktionary.org/w/index.php?title=feu_vif&action=edit&redlink=1
Feuille-Morte,#99512b,https://fr.wikipedia.org/wiki/Feuille-morte_(couleur)
Feutre Gris,#b1aa97,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Ficelle,#dcc4aa,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Flamant Rose,#ffadbc,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Flave,#e6e697,https://fr.wikipedia.org/wiki/Flave
Fleur de Lin Bleue,#b0c0da,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Fleur de Soufre,#ffff6b,https://fr.wiktionary.org/wiki/fleur_de_soufre
Fleur de Thym Parme,#ba91aa,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Fond de Teint,#fbd5bb,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Fraise,#bf3030,https://fr.wikipedia.org/wiki/Fraise_(couleur)
Fraise Ecrasée,#a42424,https://fr.wikipedia.org/wiki/Fraise_(couleur)#Fraise_%C3%A9cras%C3%A9e
Fraise des Bois,#b32f48,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Framboise,#e25098,https://fr.wikipedia.org/wiki/Framboise_(couleur)
Framboise Glacée,#bc4365,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Fruits Rouges,#970b23,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Fuchsia,#fd3f92,https://fr.wikipedia.org/wiki/Magenta_(couleur)
Fumée Grise,#877d73,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Fuschia,#f3478b,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Galet,#636458,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
